,ylat,xlong,p_area,p_tech_sec,p_axis,p_azimuth,p_tilt,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore
2155,35.625,-115.3499985,1197330,thin-film,fixed-tilt,180,0.0,52.0,63.5,greenfield,non-agrivoltaic,-0.381004
2156,36.38650131,-114.9520035,529728,c-si,single-axis,190,25.0,20.0,25.0,greenfield,non-agrivoltaic,-0.516499
2157,35.4864006,-114.9339981,459291,c-si,single-axis,180,0.0,17.49,21.4,greenfield,non-agrivoltaic,-0.53043
2158,35.78580093,-114.961998,3546586,thin-film,fixed-tilt,180,20.0,154.0,187.6,greenfield,non-agrivoltaic,-0.384222
2159,36.20759964,-115.0459976,264953,c-si,single-axis,180,0.0,15.5,18.0,contaminated,non-agrivoltaic,-0.0352976
2160,39.5428009,-118.560997,422341,c-si,fixed-tilt,180,20.0,21.8,26.2,greenfield,non-agrivoltaic,-0.172203
2161,36.23709869,-114.8740005,937644,c-si,single-axis,180,0.0,30.0,37.6,greenfield,non-agrivoltaic,-0.68106
2162,35.88180161,-114.9649963,3835825,c-si,fixed-tilt,180,20.0,255.0,311.2,greenfield,non-agrivoltaic,0.270771
2163,36.0318985,-114.9280014,287916,c-si,single-axis,180,0.0,14.4,18.0,greenfield,non-agrivoltaic,-0.160997
2164,36.27529907,-115.9720001,242077,c-si,fixed-tilt,180,,14.0,17.5,greenfield,non-agrivoltaic,0.0657208
2165,35.78879929,-114.9800034,2387970,c-si,single-axis,180,0.0,93.6,125.2,greenfield,non-agrivoltaic,-0.395044
2166,36.52590179,-114.7549973,3918802,thin-film,fixed-tilt,181,0.0,250.0,344.3,greenfield,non-agrivoltaic,0.426866
2167,35.84780121,-114.9459991,793328,c-si,single-axis,180,0.0,50.0,62.5,greenfield,non-agrivoltaic,0.216304
2168,39.58250046,-119.0690002,310047,c-si,single-axis,180,0.0,10.64,14.5,greenfield,non-agrivoltaic,-0.526404
2169,36.41070175,-114.9120026,3135587,thin-film,single-axis,180,25.0,100.0,136.9,greenfield,non-agrivoltaic,-0.598483
2170,36.40010071,-114.9020004,1064416,thin-film,single-axis,180,25.0,79.0,99.0,greenfield,non-agrivoltaic,0.546346
2171,35.86769867,-114.9560013,3900518,c-si,single-axis,180,15.0,200.0,251.3,greenfield,non-agrivoltaic,-0.116708
2172,35.85279846,-114.9690018,2103596,c-si,single-axis,180,25.0,100.0,132.1,greenfield,non-agrivoltaic,-0.154524
2173,39.58050156,-119.5169983,219746,thin-film,single-axis,179,25.0,10.0,11.0,greenfield,non-agrivoltaic,-0.450064
2174,35.8362999,-114.9820023,2045406,c-si,single-axis,180,25.0,100.0,124.9,greenfield,non-agrivoltaic,-0.194741
2175,38.54520035,-118.1940002,1415667,c-si,single-axis,180,0.0,50.0,54.5,greenfield,non-agrivoltaic,-0.718242
2176,39.66650009,-117.6809998,255236,c-si,single-axis,180,20.0,7.3,9.7,greenfield,non-agrivoltaic,-0.729696
2177,36.51499939,-116.5149994,2389885,thin-film,single-axis,180,0.0,100.0,126.0,greenfield,non-agrivoltaic,-0.388253
2178,39.53710175,-118.564003,598247,c-si,fixed-tilt,180,0.0,20.0,24.0,greenfield,non-agrivoltaic,-0.680673
2179,35.78649902,-114.9980011,313570,thin-film,fixed-tilt,180,20.0,10.0,12.4,greenfield,non-agrivoltaic,-0.693957
2180,36.13470078,-115.0350037,60945,c-si,single-axis,180,20.0,3.3,3.5,greenfield,non-agrivoltaic,-0.279065
2181,39.5603981,-119.5090027,26217,c-si,fixed-tilt,180,,1.0,1.3,greenfield,non-agrivoltaic,-0.461005
2182,39.12149811,-119.1409988,430712,cpv,single-axis,179,16.0,18.0,20.3,greenfield,non-agrivoltaic,-0.517956
2183,35.93880081,-114.887001,3466255,thin-film,single-axis,180,25.0,160.0,180.0,greenfield,non-agrivoltaic,-0.406648
2184,40.72090149,-117.064003,2191228,c-si,single-axis,181,20.0,101.0,122.9,greenfield,non-agrivoltaic,-0.310187
2185,35.84500122,-114.9720001,447850,c-si,single-axis,180,20.0,25.0,32.7,greenfield,non-agrivoltaic,0.0825276
2186,35.89239883,-114.935997,541154,c-si,single-axis,180,20.0,25.0,32.7,greenfield,non-agrivoltaic,-0.209524
2187,35.90129852,-114.9260025,986176,c-si,single-axis,180,0.0,50.0,65.4,greenfield,non-agrivoltaic,-0.0728753
2188,39.5870018,-119.5270004,580968,c-si,fixed-tilt,180,30.0,54.6,61.2,greenfield,non-agrivoltaic,0.832449
2189,35.77180099,-114.9769974,4084374,c-si,single-axis,180,25.0,250.0,332.3,greenfield,non-agrivoltaic,0.276083
2190,36.42549896,-114.9229965,2262844,c-si,single-axis,180,20.0,100.0,123.5,greenfield,non-agrivoltaic,-0.345216
2191,40.86610031,-72.8506012,677106,c-si,fixed-tilt,180,,31.5,37.7,contaminated,non-agrivoltaic,-0.319678
2192,40.94210052,-72.89029694,185510,c-si,fixed-tilt,181,0.0,9.5,14.3,greenfield,non-agrivoltaic,0.17693
2193,43.32089996,-77.74389648,94431,c-si,fixed-tilt,180,0.0,6.0,8.4,greenfield,non-agrivoltaic,0.452277
2194,40.73239899,-73.37519836,127923,c-si,fixed-tilt,180,20.0,9.0,10.6,greenfield,non-agrivoltaic,0.310962
2195,40.93349838,-72.88839722,418159,c-si,fixed-tilt,180,0.0,24.9,32.0,greenfield,non-agrivoltaic,0.163965
2196,40.92020035,-72.76550293,344863,c-si,fixed-tilt,180,,4.0,7.2,greenfield,non-agrivoltaic,-1.127
2197,42.38539886,-76.59980011,124340,c-si,fixed-tilt,180,15.0,6.0,7.5,greenfield,agrivoltaic,-0.212028
2198,42.82300186,-73.84850311,102654,c-si,single-axis,180,20.0,4.7,6.9,greenfield,non-agrivoltaic,-0.0520121
2199,42.21379852,-76.52259827,303923,c-si,fixed-tilt,180,20.0,16.0,24.0,greenfield,non-agrivoltaic,0.220603
2200,42.43709946,-76.43109894,352859,c-si,fixed-tilt,180,25.0,18.0,27.0,greenfield,non-agrivoltaic,0.163777
2201,42.58580017,-73.86589813,47368,c-si,fixed-tilt,180,25.0,2.0,2.3,greenfield,non-agrivoltaic,-0.484904
2202,40.91249847,-72.74369812,117066,c-si,fixed-tilt,180,25.0,1.0,1.8,greenfield,non-agrivoltaic,-1.25464
2203,42.49969864,-76.46209717,31322,c-si,fixed-tilt,180,20.0,1.8,2.0,contaminated,non-agrivoltaic,-0.130034
2204,43.24520111,-77.17359924,26761,c-si,fixed-tilt,185,30.0,1.2,1.5,landfill,non-agrivoltaic,-0.311012
2205,44.67210007,-74.94989777,45795,c-si,fixed-tilt,135,20.0,2.0,2.3,greenfield,non-agrivoltaic,-0.446212
2206,42.81269836,-78.85189819,60901,c-si,fixed-tilt,180,0.0,2.0,2.8,contaminated,non-agrivoltaic,-0.54475
2207,41.84749985,-73.625,26539,c-si,single-axis,170,0.0,1.4,1.7,greenfield,non-agrivoltaic,-0.125307
2208,40.87129974,-73.2602005,38091,c-si,fixed-tilt,180,15.0,2.0,3.0,greenfield,non-agrivoltaic,0.215764
2209,41.08840179,-73.95269775,41602,thin-film,fixed-tilt,109,,2.0,2.0,landfill,non-agrivoltaic,-0.496071
2210,43.2016983,-76.20870209,37134,c-si,single-axis,180,0.0,2.0,2.5,greenfield,non-agrivoltaic,-0.0495145
2211,43.14970016,-75.37090302,35319,c-si,fixed-tilt,180,0.0,1.5,2.0,greenfield,non-agrivoltaic,-0.297672
2212,42.83409882,-73.67549896,20394,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.132555
2213,42.86270142,-77.03289795,41352,c-si,fixed-tilt,180,20.0,2.0,2.8,greenfield,agrivoltaic,-0.0405225
2214,41.40599823,-74.35710144,29630,c-si,fixed-tilt,180,25.0,1.5,2.1,greenfield,non-agrivoltaic,0.0328497
2215,42.98500061,-76.05999756,42255,c-si,single-axis,180,0.0,2.0,2.5,greenfield,non-agrivoltaic,-0.238797
2216,43.09629822,-73.80799866,33037,c-si,fixed-tilt,180,20.0,2.0,2.1,greenfield,non-agrivoltaic,-0.136711
2217,42.50579834,-76.28769684,39054,c-si,fixed-tilt,180,,2.0,2.6,greenfield,non-agrivoltaic,-0.0668964
2218,40.92079926,-72.74310303,46059,c-si,fixed-tilt,174,0.0,3.9,3.9,greenfield,non-agrivoltaic,0.35299
2219,42.42819977,-78.14610291,39298,c-si,fixed-tilt,180,0.0,2.6,2.6,greenfield,non-agrivoltaic,-0.0764859
2220,43.16699982,-75.39279938,42008,c-si,fixed-tilt,180,25.0,1.9,2.6,greenfield,non-agrivoltaic,-0.175502
2221,43.16830063,-75.40370178,40205,c-si,fixed-tilt,180,25.0,1.9,2.6,greenfield,non-agrivoltaic,-0.111111
2222,43.43069839,-76.5196991,37565,c-si,fixed-tilt,180,20.0,2.0,2.5,greenfield,non-agrivoltaic,-0.0674341
2223,42.29159927,-74.00540161,30492,c-si,single-axis,180,,1.6,2.3,greenfield,non-agrivoltaic,0.138532
2224,42.54040146,-73.8266983,37578,c-si,fixed-tilt,180,0.0,1.7,2.4,greenfield,non-agrivoltaic,-0.129703
2225,42.542099,-73.83059692,21139,c-si,fixed-tilt,180,0.0,1.0,1.2,greenfield,non-agrivoltaic,-0.294416
2226,43.23989868,-75.54149628,44241,c-si,fixed-tilt,180,25.0,2.0,2.8,landfill,non-agrivoltaic,-0.143099
2227,41.79809952,-74.70809937,33111,c-si,fixed-tilt,180,0.0,2.0,2.5,greenfield,non-agrivoltaic,0.140248
2228,43.34220123,-76.34770203,36876,c-si,fixed-tilt,180,0.0,2.0,2.5,greenfield,non-agrivoltaic,-0.0385873
2229,43.96910095,-75.96640015,32158,thin-film,fixed-tilt,180,25.0,2.0,2.4,greenfield,non-agrivoltaic,0.120017
2230,42.33470154,-77.37670135,37605,c-si,single-axis,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,0.115996
2231,43.18230057,-75.4733963,91803,c-si,fixed-tilt,180,25.0,2.0,2.8,greenfield,non-agrivoltaic,-0.903778
2232,42.73180008,-76.66639709,83606,c-si,fixed-tilt,180,0.0,2.0,2.8,greenfield,agrivoltaic,-0.834406
2233,40.64860153,-73.50610352,33456,c-si,fixed-tilt,171,20.0,1.8,2.7,greenfield,non-agrivoltaic,0.260868
2234,42.62450027,-78.11430359,26239,c-si,fixed-tilt,180,0.0,1.2,1.2,greenfield,non-agrivoltaic,-0.550383
2235,43.01990128,-78.15550232,39564,c-si,fixed-tilt,180,25.0,2.0,2.8,greenfield,non-agrivoltaic,0.030467
2236,43.03860092,-78.18569946,40231,c-si,fixed-tilt,180,25.0,2.0,2.9,greenfield,non-agrivoltaic,0.060911
2237,43.02310181,-78.18240356,39709,c-si,fixed-tilt,180,20.0,2.0,2.8,greenfield,non-agrivoltaic,0.0244718
2238,43.17139816,-77.39199829,53424,c-si,fixed-tilt,180,15.0,3.4,4.8,greenfield,non-agrivoltaic,0.473003
2239,43.15169907,-76.41429901,38698,c-si,fixed-tilt,180,30.0,2.0,2.8,greenfield,non-agrivoltaic,0.0672081
2240,41.37939835,-74.26309967,42097,c-si,fixed-tilt,180,30.0,2.0,2.9,greenfield,non-agrivoltaic,-0.0132137
2241,43.18470001,-75.4335022,40667,c-si,fixed-tilt,180,30.0,2.0,2.8,greenfield,non-agrivoltaic,-0.0140634
2242,41.29430008,-74.55410004,39486,c-si,fixed-tilt,180,30.0,2.0,2.9,greenfield,non-agrivoltaic,0.0924621
2243,43.93330002,-75.87210083,39779,c-si,fixed-tilt,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,0.0799124
2244,43.31359863,-75.69619751,36743,c-si,single-axis,184,0.0,1.8,2.4,greenfield,non-agrivoltaic,-0.0960323
2245,43.09199905,-73.74539948,35789,c-si,fixed-tilt,193,26.0,2.0,2.6,landfill,non-agrivoltaic,0.0740021
2246,43.04150009,-75.70130157,37000,c-si,fixed-tilt,180,0.0,1.8,2.4,greenfield,non-agrivoltaic,-0.106558
2247,43.54389954,-73.32299805,30881,c-si,fixed-tilt,180,25.0,2.0,2.5,greenfield,non-agrivoltaic,0.266735
2248,43.54389954,-73.32510376,33790,c-si,fixed-tilt,180,20.0,2.0,2.8,greenfield,non-agrivoltaic,0.311018
2249,43.17779922,-77.67649841,27631,c-si,fixed-tilt,180,30.0,1.8,2.6,greenfield,non-agrivoltaic,0.571597
2250,43.06299973,-74.15879822,41679,c-si,fixed-tilt,180,25.0,2.0,3.0,greenfield,non-agrivoltaic,0.0584746
2251,42.75529861,-74.20410156,37759,c-si,fixed-tilt,180,30.0,2.0,3.0,greenfield,non-agrivoltaic,0.231829
2252,42.99440002,-74.31439972,42400,c-si,fixed-tilt,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,0.0300798
2253,42.09149933,-78.44180298,112079,c-si,fixed-tilt,180,0.0,4.0,5.7,contaminated,non-agrivoltaic,-0.431523
2254,40.77949905,-73.08080292,41993,c-si,fixed-tilt,144,0.0,2.0,3.0,landfill,non-agrivoltaic,0.0459886
2255,40.81829834,-73.18209839,32123,c-si,fixed-tilt,180,22.0,1.5,2.3,contaminated,non-agrivoltaic,0.0496844
2256,40.79990005,-73.03639984,21139,c-si,fixed-tilt,175,0.0,1.2,1.7,greenfield,non-agrivoltaic,0.254304
2257,42.77470016,-74.56610107,46184,c-si,fixed-tilt,180,30.0,2.0,3.0,greenfield,non-agrivoltaic,-0.104407
2258,42.95449829,-74.12220001,37708,c-si,fixed-tilt,180,,2.0,3.0,greenfield,non-agrivoltaic,0.234322
2259,42.94850159,-74.12650299,38626,c-si,fixed-tilt,180,20.0,2.0,3.0,greenfield,non-agrivoltaic,0.190457
2260,43.05960083,-74.73600006,72653,c-si,fixed-tilt,180,,1.4,1.9,greenfield,non-agrivoltaic,-1.00466
2261,41.49150085,-73.98020172,35490,c-si,fixed-tilt,180,30.0,2.0,2.0,greenfield,non-agrivoltaic,-0.304002
2262,43.01699829,-74.18530273,24639,c-si,fixed-tilt,180,,1.5,1.9,greenfield,non-agrivoltaic,0.177596
2263,40.91049957,-72.75479889,368270,c-si,single-axis,180,0.0,20.0,22.9,greenfield,non-agrivoltaic,-0.168782
2264,42.45429993,-76.59459686,52306,c-si,fixed-tilt,180,,1.8,2.3,greenfield,agrivoltaic,-0.591246
2265,41.79589844,-75.06289673,37405,c-si,fixed-tilt,180,0.0,2.0,2.7,greenfield,non-agrivoltaic,0.0632111
2266,41.32139969,-74.51390076,38132,c-si,fixed-tilt,180,0.0,1.8,2.8,greenfield,non-agrivoltaic,0.0921232
2267,41.31909943,-74.51490021,44492,c-si,fixed-tilt,180,,2.8,2.8,greenfield,non-agrivoltaic,-0.151382
2268,41.77489853,-74.77420044,36604,c-si,fixed-tilt,180,0.0,2.0,2.7,greenfield,non-agrivoltaic,0.0998551
2269,41.77479935,-75.0338974,21297,c-si,fixed-tilt,189,25.0,1.4,1.7,greenfield,non-agrivoltaic,0.240463
2270,42.08729935,-76.71209717,32875,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,0.364522
2271,42.09479904,-76.67739868,43861,c-si,fixed-tilt,180,,2.0,2.7,greenfield,agrivoltaic,-0.18327
2272,42.89400101,-74.21569824,39469,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,0.0344188
2273,43.05329895,-74.30809784,92242,unknown,,180,0.0,5.0,6.9,landfill,non-agrivoltaic,0.124
2274,42.75799942,-77.24729919,62710,c-si,fixed-tilt,180,0.0,4.0,5.5,greenfield,non-agrivoltaic,0.423313
2275,43.17419815,-77.84529877,145723,c-si,fixed-tilt,180,,2.5,3.4,greenfield,non-agrivoltaic,-1.07007
2276,42.11610031,-76.1855011,97501,c-si,fixed-tilt,192,,5.0,6.3,greenfield,agrivoltaic,-0.112361
2277,42.76129913,-78.55950165,41873,unknown,,180,20.0,2.0,2.8,greenfield,non-agrivoltaic,-0.0600672
2278,42.48469925,-76.32039642,74236,c-si,fixed-tilt,180,,1.3,1.7,greenfield,non-agrivoltaic,-1.08009
2279,41.59230041,-75.02749634,45067,c-si,fixed-tilt,185,,2.0,2.7,greenfield,non-agrivoltaic,-0.221486
2280,43.27920151,-77.76300049,44106,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,-0.138605
2281,41.56240082,-74.34529877,34653,c-si,fixed-tilt,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,0.263143
2282,42.55989838,-78.17880249,83805,unknown,,180,20.0,3.8,4.9,greenfield,non-agrivoltaic,-0.254932
2283,42.5605011,-78.18039703,25529,unknown,,180,25.0,2.0,2.6,greenfield,non-agrivoltaic,0.751336
2284,43.10350037,-77.34719849,26935,c-si,fixed-tilt,180,,2.0,2.4,greenfield,non-agrivoltaic,0.455747
2285,43.24269867,-77.26820374,55310,c-si,fixed-tilt,180,,3.0,4.0,greenfield,non-agrivoltaic,0.0663844
2286,43.10329819,-77.34539795,32476,c-si,fixed-tilt,180,,1.4,2.0,greenfield,non-agrivoltaic,-0.182671
2287,44.93270111,-73.67269897,45738,c-si,fixed-tilt,180,,2.0,2.9,greenfield,non-agrivoltaic,-0.140434
2288,44.93270111,-73.67120361,42201,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,-0.0721242
2289,44.93349838,-73.66950226,43250,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,-0.109457
2290,44.92860031,-73.66500092,39045,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,0.0522905
2291,43.06600189,-74.36009979,22527,c-si,fixed-tilt,180,,1.5,2.0,greenfield,non-agrivoltaic,0.448299
2292,43.0644989,-74.36019897,35376,c-si,fixed-tilt,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,0.224833
2293,42.81610107,-77.0401001,69781,c-si,fixed-tilt,180,0.0,4.0,5.2,greenfield,non-agrivoltaic,0.117403
2294,40.54330063,-74.23729706,35597,c-si,fixed-tilt,180,,1.7,3.1,greenfield,non-agrivoltaic,0.408945
2295,42.81819916,-78.85610199,38852,c-si,fixed-tilt,180,0.0,2.0,3.0,contaminated,non-agrivoltaic,0.179976
2296,42.81119919,-78.85420227,33588,c-si,fixed-tilt,180,0.0,2.0,3.0,contaminated,non-agrivoltaic,0.460716
2297,42.8091011,-78.85359955,40439,c-si,fixed-tilt,180,,2.0,3.0,contaminated,non-agrivoltaic,0.109677
2298,42.09749985,-78.44339752,26939,c-si,fixed-tilt,180,,1.6,2.0,contaminated,non-agrivoltaic,0.110976
2299,42.09909821,-78.44110107,26562,c-si,fixed-tilt,180,25.0,1.6,2.0,contaminated,non-agrivoltaic,0.135421
2300,41.35580063,-74.62190247,30297,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,0.532651
2301,41.33879852,-74.2881012,35091,c-si,fixed-tilt,180,2.0,2.0,2.7,greenfield,non-agrivoltaic,0.173636
2302,41.34460068,-74.561203,39114,c-si,fixed-tilt,180,25.0,2.0,2.8,greenfield,non-agrivoltaic,0.0493558
2303,41.96149826,-73.9815979,28154,c-si,fixed-tilt,180,,1.4,1.9,landfill,non-agrivoltaic,-0.0457511
2304,44.86940002,-74.30690002,30082,c-si,fixed-tilt,180,20.0,1.6,2.1,greenfield,non-agrivoltaic,0.0081447
2305,44.87120056,-74.30740356,20477,c-si,fixed-tilt,180,20.0,1.1,1.4,greenfield,non-agrivoltaic,-0.0252569
2306,43.07630157,-77.66760254,52567,c-si,fixed-tilt,180,0.0,1.6,2.3,greenfield,non-agrivoltaic,-0.596311
2307,42.1867981,-76.84600067,62332,c-si,fixed-tilt,180,0.0,2.0,2.7,greenfield,non-agrivoltaic,-0.606455
2308,42.46780014,-76.65409851,38042,c-si,fixed-tilt,180,,2.2,2.7,greenfield,non-agrivoltaic,0.0351712
2309,42.18730164,-76.89409637,61941,c-si,fixed-tilt,180,20.0,4.0,5.5,greenfield,non-agrivoltaic,0.448573
2310,42.88169861,-73.87850189,63939,c-si,fixed-tilt,180,0.0,4.0,5.8,greenfield,non-agrivoltaic,0.493052
2311,41.45489883,-74.55110168,102434,c-si,fixed-tilt,220,,5.0,6.8,greenfield,non-agrivoltaic,-0.0713107
2312,41.58060074,-74.21459961,78939,c-si,fixed-tilt,210,,5.0,5.8,greenfield,non-agrivoltaic,0.0931744
2313,43.2016983,-78.9484024,57652,c-si,fixed-tilt,30,,5.0,5.2,greenfield,non-agrivoltaic,0.481102
2314,43.07360077,-74.32119751,123809,c-si,fixed-tilt,29,,4.0,4.4,greenfield,non-agrivoltaic,-0.786891
2315,43.25899887,-76.72440338,36774,c-si,single-axis,180,25.0,2.0,3.0,greenfield,non-agrivoltaic,0.281199
2316,42.72669983,-74.00080109,40462,c-si,single-axis,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,0.108699
2317,43.6352005,-76.08480072,81756,c-si,single-axis,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,-0.760074
2318,42.82630157,-74.05930328,39588,c-si,single-axis,180,25.0,2.0,3.0,greenfield,non-agrivoltaic,0.146673
2319,42.91329956,-73.60099792,41142,c-si,single-axis,180,25.0,2.0,3.0,greenfield,non-agrivoltaic,0.0802696
2320,43.96440125,-75.9835968,40681,c-si,single-axis,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,0.0994391
2321,42.76620102,-77.34329987,38734,c-si,single-axis,180,20.0,2.0,3.0,greenfield,non-agrivoltaic,0.185433
2322,42.98550034,-78.28949738,45878,c-si,single-axis,180,20.0,4.0,6.0,greenfield,non-agrivoltaic,1.42263
2323,42.59889984,-73.88189697,26994,c-si,single-axis,180,0.0,1.7,2.2,greenfield,non-agrivoltaic,0.279348
2324,41.73839951,-74.50029755,38699,c-si,single-axis,180,0.0,2.0,2.0,greenfield,non-agrivoltaic,-0.412409
2325,41.68190002,-73.57420349,43438,c-si,single-axis,180,0.0,2.0,3.1,greenfield,non-agrivoltaic,0.0442628
2326,42.88949966,-76.98899841,82268,c-si,single-axis,180,20.0,2.0,3.1,greenfield,non-agrivoltaic,-0.737173
2327,42.89690018,-73.70839691,49646,c-si,single-axis,180,20.0,2.0,3.1,greenfield,non-agrivoltaic,-0.162763
2328,43.21989822,-78.35919952,81805,c-si,single-axis,31,0.0,5.0,7.3,greenfield,non-agrivoltaic,0.458837
2329,43.22539902,-78.35780334,57486,c-si,fixed-tilt,31,,3.5,5.2,greenfield,non-agrivoltaic,0.487144
2330,42.99969864,-78.88680267,41472,c-si,fixed-tilt,180,30.0,2.0,2.6,landfill,non-agrivoltaic,-0.156944
2331,43.95589828,-75.61789703,125633,c-si,single-axis,25,0.0,5.0,7.2,greenfield,non-agrivoltaic,-0.281826
2332,42.73180008,-73.96800232,71279,c-si,fixed-tilt,180,0.0,3.9,5.5,greenfield,non-agrivoltaic,0.178711
2333,43.24950027,-75.17880249,18841,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,0.112466
2334,42.8647995,-77.04959869,40553,c-si,fixed-tilt,189,0.0,1.8,2.6,greenfield,non-agrivoltaic,-0.123985
2335,42.5923996,-76.56549835,84152,c-si,single-axis,180,0.0,5.0,6.7,greenfield,non-agrivoltaic,0.235693
2336,43.01599884,-74.32640076,74138,c-si,fixed-tilt,180,,3.6,5.7,greenfield,non-agrivoltaic,0.172264
2337,43.0780983,-75.77739716,113651,c-si,single-axis,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,-0.284544
2338,43.07849884,-75.78269959,123236,c-si,single-axis,180,0.0,5.0,6.7,greenfield,non-agrivoltaic,-0.35009
2339,41.47309875,-74.08039856,69644,c-si,fixed-tilt,180,20.0,4.0,5.6,greenfield,non-agrivoltaic,0.254046
2340,42.72639847,-73.60220337,32940,c-si,fixed-tilt,180,,2.0,2.9,greenfield,non-agrivoltaic,0.431051
2341,42.28609848,-76.9536972,93747,c-si,fixed-tilt,180,0.0,4.0,6.1,greenfield,non-agrivoltaic,-0.101828
2342,43.0746994,-73.90319824,161369,c-si,fixed-tilt,180,20.0,5.0,6.3,greenfield,non-agrivoltaic,-0.705641
2343,42.98690033,-78.29389954,41396,c-si,single-axis,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,0.0698901
2344,43.05860138,-77.34590149,40236,unknown,single-axis,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,0.0607032
2345,43.15000153,-77.86160278,36793,unknown,single-axis,180,20.0,2.0,2.6,greenfield,non-agrivoltaic,0.0280128
2346,43.23339844,-77.15239716,38862,unknown,single-axis,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,0.0601245
2347,42.93610001,-77.47129822,29792,unknown,single-axis,180,20.0,1.4,2.0,greenfield,non-agrivoltaic,-0.0539601
2348,43.07830048,-73.53489685,84941,c-si,fixed-tilt,181,0.0,5.0,7.3,greenfield,non-agrivoltaic,0.382406
2349,41.3913002,-74.52320099,46864,c-si,fixed-tilt,196,20.0,1.6,3.2,greenfield,non-agrivoltaic,-0.0272682
2350,42.19879913,-75.92880249,66877,c-si,fixed-tilt,180,20.0,4.9,6.1,greenfield,non-agrivoltaic,0.504669
2351,40.82229996,-72.87509918,26951,c-si,fixed-tilt,180,0.0,1.3,1.8,greenfield,non-agrivoltaic,-0.0619461
2352,40.81140137,-72.85720062,16408,c-si,fixed-tilt,180,0.0,1.2,1.7,greenfield,non-agrivoltaic,0.792236
2353,42.76530075,-73.95429993,19891,c-si,fixed-tilt,180,,1.1,1.5,greenfield,non-agrivoltaic,0.1381
2354,42.69900131,-73.67150116,46899,c-si,fixed-tilt,180,20.0,2.0,2.1,landfill,non-agrivoltaic,-0.57257
2355,41.89039993,-74.09300232,118947,unknown,,180,20.0,3.0,4.4,greenfield,non-agrivoltaic,-0.753191
2356,41.51129913,-74.35579681,41704,unknown,,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,0.0574736
2357,41.46080017,-74.5039978,37060,c-si,fixed-tilt,180,30.0,1.9,2.8,greenfield,non-agrivoltaic,0.141398
2358,41.4618988,-74.50469971,61854,c-si,fixed-tilt,180,,1.9,2.7,greenfield,non-agrivoltaic,-0.598689
2359,41.98709869,-74.02780151,45528,c-si,fixed-tilt,180,,2.0,3.0,greenfield,non-agrivoltaic,-0.0826941
2360,41.71369934,-73.88539886,41450,c-si,fixed-tilt,180,,2.0,3.0,greenfield,non-agrivoltaic,0.0676999
2361,41.57979965,-74.17819977,38526,c-si,fixed-tilt,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,0.195134
2362,44.89690018,-73.84420013,25531,c-si,fixed-tilt,180,25.0,1.1,1.7,greenfield,non-agrivoltaic,-0.0666359
2363,41.19990158,-73.73739624,23928,thin-film,fixed-tilt,180,26.0,1.0,1.0,landfill,non-agrivoltaic,-0.641819
2364,43.04330063,-74.37609863,28510,c-si,fixed-tilt,180,25.0,2.0,2.7,greenfield,non-agrivoltaic,0.585665
2365,42.92350006,-77.77410126,32123,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,0.410777
2366,42.89690018,-73.7016983,54532,c-si,single-axis,180,0.0,2.0,3.1,greenfield,non-agrivoltaic,-0.292554
2367,42.46670151,-74.09889984,33396,c-si,fixed-tilt,185,15.0,2.0,2.8,greenfield,non-agrivoltaic,0.333698
2368,41.55310059,-74.14550018,31078,c-si,fixed-tilt,187,0.0,2.0,2.7,greenfield,non-agrivoltaic,0.404124
2369,41.34410095,-74.52300262,39602,c-si,fixed-tilt,180,30.0,2.0,2.8,greenfield,non-agrivoltaic,0.0288916
2370,41.40800095,-74.5109024,67364,c-si,fixed-tilt,180,25.0,2.0,2.8,greenfield,non-agrivoltaic,-0.647081
2371,42.44520187,-74.01170349,204233,c-si,fixed-tilt,180,30.0,2.0,2.8,greenfield,non-agrivoltaic,-1.29329
