,Unnamed: 0,p_state,p_county,ylat,xlong,p_area,p_tech_sec,p_axis,p_azimuth,p_tilt,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore,efficiency
0,0,MN,Wright,45.25749969,-93.78839874,92600,c-si,single-axis,180,,5.0,7.0,greenfield,non-agrivoltaic,0.142344,7.55939524838013e-05
1,1,MN,Dakota,44.54199982,-92.97170258,93358,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.0038591,6.962445639366739e-05
2,2,MN,Dakota,44.52709961,-92.97180176,93795,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,-0.0036663,6.93000693000693e-05
3,3,MN,Isanti,45.45849991,-93.2723999,123941,c-si,fixed-tilt,180,,6.62,8.8,greenfield,non-agrivoltaic,0.0358054,7.100152491911475e-05
4,4,MN,Winona,44.11489868,-91.79129791,89591,c-si,fixed-tilt,180,30.0,4.8,7.0,greenfield,non-agrivoltaic,0.201243,7.813284816555235e-05
5,5,MN,Sherburne,45.49509811,-94.11779785,89384,c-si,fixed-tilt,180,20.0,5.0,6.8,greenfield,non-agrivoltaic,0.153533,7.607625525821175e-05
6,6,MN,Hennepin,45.09749985,-93.64530182,94364,c-si,fixed-tilt,180,30.0,5.0,7.0,greenfield,non-agrivoltaic,0.109561,7.418083167309568e-05
7,7,MN,Goodhue,44.50630188,-92.35980225,78881,c-si,fixed-tilt,180,0.0,5.0,7.2,greenfield,non-agrivoltaic,0.506166,9.127673330713353e-05
8,8,MN,Yellow Medicine,44.89659882,-95.69439697,139104,c-si,single-axis,180,30.0,5.0,7.5,greenfield,non-agrivoltaic,-0.360546,5.391649413388544e-05
9,9,MN,Carver,44.79330063,-93.90110016,216546,c-si,single-axis,180,16.0,8.5,12.2,greenfield,agrivoltaic,-0.304346,5.6339068835259016e-05
10,10,MN,Rice,44.27429962,-93.3105011,145797,c-si,single-axis,180,0.0,5.5,7.9,greenfield,agrivoltaic,-0.354319,5.418492835929409e-05
11,11,MN,Waseca,44.0923996,-93.53309631,284130,c-si,single-axis,180,25.0,10.0,15.9,greenfield,agrivoltaic,-0.313133,5.596029986273889e-05
12,12,MN,Stearns,45.39369965,-94.72509766,275280,c-si,single-axis,180,0.0,10.0,15.2,greenfield,agrivoltaic,-0.330388,5.521650682941005e-05
13,13,MN,Blue Earth,44.15459824,-93.91660309,144697,c-si,single-axis,180,15.0,5.5,8.2,greenfield,agrivoltaic,-0.296665,5.6670145199969586e-05
14,14,MN,Dodge,44.0265007,-92.8812027,176951,c-si,single-axis,180,17.0,6.5,9.9,greenfield,agrivoltaic,-0.313425,5.594769173386983e-05
15,15,MN,Chisago,45.45240021,-92.90190125,177544,c-si,single-axis,180,16.0,6.5,9.6,greenfield,agrivoltaic,-0.35696,5.407110350110395e-05
16,16,MN,Stearns,45.64080048,-94.60369873,277393,c-si,single-axis,180,0.0,10.0,15.2,greenfield,agrivoltaic,-0.340145,5.47959032852307e-05
17,17,MN,Chisago,45.48619843,-92.89019775,3112889,c-si,single-axis,180,20.0,100.0,138.0,greenfield,non-agrivoltaic,-0.582899,4.4331808811685866e-05
18,18,MN,Goodhue,44.26689911,-92.66940308,22384,c-si,fixed-tilt,180,20.0,1.0,1.4,greenfield,non-agrivoltaic,-0.160383,6.25446747676912e-05
19,19,MN,Waseca,43.92630005,-93.48560333,18642,thin-film,fixed-tilt,180,20.0,1.0,1.5,greenfield,non-agrivoltaic,0.255311,8.04634695848085e-05
20,20,MN,Stearns,45.39929962,-94.71640015,22207,thin-film,fixed-tilt,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.0443523,6.754626919439816e-05
21,21,MN,Pope,45.65330124,-95.33930206,23655,thin-film,fixed-tilt,180,,1.0,1.5,greenfield,non-agrivoltaic,-0.140273,6.341154090044388e-05
22,22,MN,Pope,45.64749908,-95.32810211,22848,thin-film,fixed-tilt,180,,1.0,1.5,greenfield,non-agrivoltaic,-0.0883142,6.565126050420168e-05
23,23,MN,Chisago,45.38600159,-92.79650116,47178,c-si,fixed-tilt,180,21.0,3.0,3.9,greenfield,non-agrivoltaic,0.306399,8.266564924329137e-05
24,24,MN,Washington,44.79130173,-92.8710022,86914,c-si,fixed-tilt,180,0.0,4.9,6.4,greenfield,non-agrivoltaic,0.0969222,7.363600800791587e-05
25,25,MN,Chisago,45.33560181,-92.81600189,45570,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,-0.185919,6.144393241167435e-05
26,26,MN,Benton,45.59080124,-94.1391983,22326,c-si,single-axis,180,20.0,1.0,1.0,greenfield,non-agrivoltaic,-0.572251,4.4790826838663444e-05
27,27,MN,Chisago,45.47309875,-92.89250183,26514,c-si,single-axis,180,,1.0,1.0,greenfield,non-agrivoltaic,-0.73638,3.7715923662970505e-05
28,28,MN,Benton,45.63570023,-94.05370331,27364,c-si,single-axis,180,20.0,1.0,1.0,greenfield,agrivoltaic,-0.763559,3.654436485893875e-05
29,29,MN,Stearns,45.68180084,-94.21299744,22627,c-si,single-axis,180,0.0,1.0,1.0,greenfield,agrivoltaic,-0.586074,4.4194988288328104e-05
30,30,MN,Dodge,44.04560089,-92.88009644,21440,c-si,single-axis,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.204701,6.063432835820896e-05
31,31,MN,McLeod,44.94540024,-94.07240295,26215,c-si,fixed-tilt,179,,1.0,1.4,greenfield,non-agrivoltaic,-0.372423,5.3404539385847794e-05
32,32,MN,Washington,44.80270004,-92.99639893,24793,c-si,single-axis,180,45.0,1.0,1.5,greenfield,non-agrivoltaic,-0.207795,6.050094784818296e-05
33,33,MN,Washington,45.28860092,-92.88230133,22581,c-si,single-axis,180,25.0,1.0,1.5,greenfield,non-agrivoltaic,-0.0703057,6.642752756742394e-05
34,34,MN,Freeborn,43.667099,-93.29759979,34737,c-si,single-axis,180,0.0,1.5,1.9,greenfield,non-agrivoltaic,-0.342446,5.469672107551026e-05
35,35,MN,Waseca,44.11029816,-93.50289917,26174,c-si,fixed-tilt,181,,1.0,1.4,greenfield,non-agrivoltaic,-0.370482,5.348819439138076e-05
36,36,MN,Kandiyohi,45.40430069,-94.83100128,21314,thin-film,fixed-tilt,180,10.0,1.0,1.5,greenfield,non-agrivoltaic,0.0213005,7.03762785023928e-05
37,37,MN,Scott,44.62670136,-93.60919952,11541,c-si,single-axis,180,0.0,1.0,1.0,greenfield,non-agrivoltaic,0.398775,8.664760419374404e-05
38,38,MN,Murray,43.98080063,-95.7677002,44650,thin-film,fixed-tilt,180,,1.0,1.5,greenfield,non-agrivoltaic,-0.831989,3.35946248600224e-05
39,39,MN,Wright,45.27220154,-93.82820129,141816,c-si,single-axis,180,0.0,5.0,6.7,greenfield,non-agrivoltaic,-0.515333,4.724431657922943e-05
40,40,MN,Sherburne,45.3362999,-93.79180145,60871,c-si,single-axis,180,0.0,5.0,6.9,greenfield,non-agrivoltaic,1.01834,0.00011335447093032807
41,41,MN,Wright,45.21310043,-93.71849823,85658,thin-film,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.149053,7.588316327721871e-05
42,42,MN,Wright,45.1957016,-93.81220245,219735,c-si,single-axis,180,0.0,7.5,10.9,greenfield,agrivoltaic,-0.460563,4.96052062711903e-05
43,43,MN,Wright,45.21089935,-93.88269806,176789,c-si,single-axis,180,0.0,7.11,8.7,greenfield,non-agrivoltaic,-0.469703,4.921120657959488e-05
44,44,MN,Wright,45.24819946,-94.10890198,173223,c-si,single-axis,180,20.0,6.0,9.1,greenfield,agrivoltaic,-0.392632,5.253343955479353e-05
45,45,MN,Sherburne,45.43460083,-94.04029846,130755,c-si,single-axis,180,0.0,5.0,6.3,greenfield,non-agrivoltaic,-0.493586,4.818171389239417e-05
46,46,MN,Sherburne,45.43809891,-94.04519653,109992,c-si,single-axis,180,24.0,5.0,7.0,greenfield,non-agrivoltaic,-0.13495,6.36409920721507e-05
47,47,MN,Stearns,45.47750092,-94.12159729,114848,c-si,fixed-tilt,180,20.0,5.0,5.0,greenfield,non-agrivoltaic,-0.601366,4.3535803845082195e-05
48,48,MN,Sherburne,45.49950027,-94.11250305,147966,c-si,single-axis,180,25.0,5.0,7.0,greenfield,non-agrivoltaic,-0.513852,4.73081653893462e-05
49,49,MN,Sherburne,45.55649948,-94.11730194,68081,thin-film,fixed-tilt,180,30.0,4.0,4.0,contaminated,non-agrivoltaic,-0.248333,5.875354357309675e-05
50,50,MN,Scott,44.79650116,-93.4367981,21979,c-si,fixed-tilt,180,30.0,1.3,1.6,greenfield,non-agrivoltaic,0.0774527,7.279676054415578e-05
51,51,MN,Kandiyohi,45.14099884,-94.7684021,113224,c-si,single-axis,180,15.0,4.0,5.9,greenfield,agrivoltaic,-0.402476,5.2109093478414474e-05
52,52,MN,Washington,44.75920105,-92.82489777,126760,c-si,single-axis,180,30.0,4.5,6.8,greenfield,agrivoltaic,-0.366852,5.3644682865257175e-05
53,53,MN,Le Sueur,44.32040024,-93.90409851,125098,c-si,single-axis,180,0.0,4.5,6.6,greenfield,agrivoltaic,-0.387407,5.275863722841292e-05
54,54,MN,Le Sueur,44.31719971,-93.89759827,53524,c-si,single-axis,180,0.0,3.0,3.9,greenfield,non-agrivoltaic,0.0790244,7.286450937897018e-05
55,55,MN,Chisago,45.40250015,-92.69400024,100922,c-si,single-axis,180,0.0,3.5,5.3,greenfield,agrivoltaic,-0.393041,5.2515804284496934e-05
56,56,MN,Wright,45.05580139,-93.92310333,95908,c-si,single-axis,180,20.0,3.5,5.0,greenfield,agrivoltaic,-0.401914,5.213329440714018e-05
57,57,MN,Goodhue,44.20510101,-92.66400146,117887,c-si,single-axis,180,0.0,4.0,6.5,greenfield,agrivoltaic,-0.332219,5.513754697294867e-05
58,58,MN,Scott,44.79700089,-93.43990326,54453,c-si,fixed-tilt,180,28.0,3.0,3.9,greenfield,non-agrivoltaic,0.0501857,7.162139827006776e-05
59,59,MN,Wright,45.11489868,-93.81390381,54970,c-si,fixed-tilt,180,0.0,2.3,2.6,greenfield,non-agrivoltaic,-0.514075,4.729852646898308e-05
60,60,MN,Stearns,45.47389984,-94.40640259,66452,c-si,fixed-tilt,180,0.0,3.0,4.1,greenfield,non-agrivoltaic,-0.180009,6.169866971648708e-05
61,61,MN,Carver,44.76490021,-93.85700226,110228,c-si,fixed-tilt,180,20.0,5.0,6.9,greenfield,non-agrivoltaic,-0.159157,6.25975251297311e-05
62,62,MN,Chisago,45.39080048,-92.76509857,80618,c-si,fixed-tilt,180,,3.9,4.8,greenfield,non-agrivoltaic,-0.230087,5.954005308988067e-05
63,63,MN,Goodhue,44.54579926,-92.5109024,100961,c-si,fixed-tilt,180,0.0,4.9,6.1,greenfield,non-agrivoltaic,-0.209688,6.041936985568685e-05
64,64,MN,Dakota,44.6216011,-93.13400269,92027,c-si,fixed-tilt,180,,5.0,6.2,greenfield,agrivoltaic,-0.048406,6.737153226770405e-05
65,65,MN,Olmsted,44.02410126,-92.59159851,104176,c-si,fixed-tilt,180,,5.0,6.7,greenfield,non-agrivoltaic,-0.119331,6.431423744432499e-05
66,66,MN,Goodhue,44.21590042,-92.65910339,74451,c-si,fixed-tilt,180,,3.9,4.8,greenfield,non-agrivoltaic,-0.115673,6.447193456098642e-05
67,67,MN,Wabasha,44.36750031,-92.01979828,61977,c-si,fixed-tilt,180,0.0,3.0,4.1,greenfield,non-agrivoltaic,-0.0766611,6.615357309969827e-05
68,68,MN,Dakota,44.69210052,-92.81710052,17166,c-si,fixed-tilt,180,25.0,1.0,1.2,greenfield,agrivoltaic,0.010382,6.990562740300593e-05
69,69,MN,Carver,44.93650055,-93.83450317,118429,c-si,fixed-tilt,180,30.0,5.0,7.0,greenfield,agrivoltaic,-0.24013,5.910714436497817e-05
70,70,MN,Carver,44.80099869,-93.91159821,97996,c-si,fixed-tilt,180,,4.9,6.1,greenfield,non-agrivoltaic,-0.167279,6.224743867096616e-05
71,71,MN,Stearns,45.66989899,-94.70819855,94441,c-si,fixed-tilt,180,25.0,3.0,4.2,greenfield,agrivoltaic,-0.579642,4.4472210162958885e-05
72,72,MN,Douglas,45.85129929,-95.14790344,132075,c-si,fixed-tilt,180,,5.0,7.2,greenfield,non-agrivoltaic,-0.346674,5.45144804088586e-05
73,73,MN,Steele,44.08259964,-93.28510284,155404,c-si,single-axis,180,30.0,5.0,6.6,greenfield,non-agrivoltaic,-0.626092,4.2469949293454475e-05
74,74,MN,Pope,45.64220047,-95.35810089,72296,c-si,fixed-tilt,180,0.0,3.0,3.7,greenfield,non-agrivoltaic,-0.424065,5.117848843642802e-05
75,75,MN,Faribault,43.84700012,-93.83750153,36815,thin-film,fixed-tilt,180,0.0,1.8,2.2,greenfield,non-agrivoltaic,-0.225025,5.9758250713024586e-05
76,76,MN,Le Sueur,44.24119949,-93.96209717,51049,thin-film,fixed-tilt,180,25.0,3.0,3.6,greenfield,agrivoltaic,0.0246458,7.05204803228271e-05
77,77,MN,Stearns,45.43009949,-94.42690277,122364,c-si,fixed-tilt,180,0.0,5.0,7.1,greenfield,agrivoltaic,-0.265267,5.80236017129221e-05
78,78,MN,Dakota,44.7262001,-93.02279663,135514,c-si,fixed-tilt,180,,5.0,7.5,greenfield,non-agrivoltaic,-0.327411,5.534483521997727e-05
79,79,MN,Dakota,44.72219849,-93.02220154,122314,thin-film,fixed-tilt,185,,4.5,6.5,greenfield,non-agrivoltaic,-0.378516,5.314191343591085e-05
80,80,MN,Pipestone,43.91220093,-96.18720245,106822,c-si,fixed-tilt,180,,5.0,5.0,greenfield,non-agrivoltaic,-0.525482,4.6806837542828256e-05
81,81,MN,Blue Earth,44.18270111,-93.87539673,133856,c-si,fixed-tilt,180,30.0,5.0,7.5,greenfield,non-agrivoltaic,-0.311507,5.603036098493904e-05
82,82,MN,Chisago,45.31969833,-92.79799652,68957,thin-film,fixed-tilt,180,0.0,3.0,3.0,greenfield,non-agrivoltaic,-0.602072,4.3505372913554824e-05
83,83,MN,Nicollet,44.25889969,-94.28890228,124481,c-si,fixed-tilt,180,0.0,5.0,7.5,greenfield,non-agrivoltaic,-0.213613,6.0250158658751136e-05
84,84,MN,Chisago,45.40029907,-92.67720032,100158,c-si,fixed-tilt,180,20.0,5.0,7.2,greenfield,agrivoltaic,0.0563339,7.188641945725754e-05
85,85,MN,Stearns,45.46080017,-94.51309967,111985,c-si,fixed-tilt,180,0.0,5.0,7.0,greenfield,agrivoltaic,-0.161225,6.250837165691834e-05
86,86,MN,Chisago,45.39160156,-92.68509674,94091,c-si,fixed-tilt,180,20.0,5.0,7.2,greenfield,agrivoltaic,0.163866,7.652166519645876e-05
87,87,MN,Rice,44.46860123,-93.12339783,99059,c-si,fixed-tilt,180,0.0,5.0,7.0,greenfield,non-agrivoltaic,0.0279975,7.066495724770086e-05
88,88,MN,Dakota,44.4754982,-93.20079803,47434,c-si,fixed-tilt,180,25.0,2.7,3.8,greenfield,non-agrivoltaic,0.247141,8.011131256061052e-05
89,89,MN,Dakota,44.47570038,-93.1977005,70844,thin-film,fixed-tilt,185,,4.5,6.5,greenfield,non-agrivoltaic,0.517165,9.175088927784992e-05
90,90,MN,Hennepin,45.07120132,-93.6434021,125034,c-si,fixed-tilt,180,25.0,5.0,7.0,greenfield,non-agrivoltaic,-0.312565,5.598477214197738e-05
91,91,MN,Stearns,45.66519928,-94.22450256,55523,c-si,fixed-tilt,180,0.0,3.0,4.2,greenfield,agrivoltaic,0.143513,7.564432757595952e-05
92,92,MN,Benton,45.62530136,-94.07820129,121588,c-si,fixed-tilt,180,,5.0,7.0,greenfield,non-agrivoltaic,-0.275755,5.757147086883574e-05
93,93,MN,McLeod,44.95059967,-94.05460358,80077,c-si,fixed-tilt,180,,3.0,4.2,greenfield,non-agrivoltaic,-0.394578,5.2449517339560675e-05
94,94,MN,Dakota,44.65439987,-93.11119843,101094,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,-0.119741,6.429659524798702e-05
95,95,MN,Washington,44.8429985,-92.8710022,106238,c-si,fixed-tilt,180,20.0,5.0,6.5,greenfield,non-agrivoltaic,-0.191964,6.118338071123326e-05
96,96,MN,Wright,45.18360138,-93.73349762,80254,c-si,fixed-tilt,180,0.0,4.0,5.6,greenfield,non-agrivoltaic,0.0074317,6.97784534104219e-05
97,97,MN,Carver,44.86489868,-93.86060333,61530,c-si,fixed-tilt,180,0.0,3.0,3.9,greenfield,non-agrivoltaic,-0.140918,6.338371526084837e-05
98,98,MN,Steele,44.12530136,-93.28500366,23389,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.222729,5.9857197828038815e-05
99,99,MN,Renville,44.79560089,-95.20079803,25930,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.358806,5.399151561897416e-05
100,100,MN,Pope,45.64599991,-95.53230286,18170,c-si,fixed-tilt,180,25.0,5.0,6.2,greenfield,non-agrivoltaic,6.3045902,0.00034122179416620806
101,101,MN,Le Sueur,44.21289825,-93.54889679,109944,c-si,fixed-tilt,180,20.0,5.0,7.1,greenfield,non-agrivoltaic,-0.113205,6.457833078658225e-05
102,102,MN,Washington,44.84600067,-92.87490082,86365,c-si,fixed-tilt,180,0.0,4.0,5.0,greenfield,agrivoltaic,-0.268277,5.7893822729114805e-05
103,103,MN,Sherburne,45.43009949,-94.01889801,57273,c-si,fixed-tilt,180,20.0,3.3,4.5,greenfield,non-agrivoltaic,0.211409,7.857105442355036e-05
104,104,MN,Rice,44.52700043,-93.36640167,30524,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.547319,4.586554842091469e-05
105,105,MN,Carver,44.90510178,-94.00039673,32110,c-si,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.599874,4.360012457178449e-05
106,106,MN,Carver,44.8742981,-93.81469727,21761,c-si,fixed-tilt,180,20.0,1.0,1.4,greenfield,non-agrivoltaic,-0.118843,6.433527870961811e-05
107,107,MN,Goodhue,44.31949997,-92.6678009,21661,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.111953,6.463228844467014e-05
108,108,MN,Washington,45.25059891,-92.87149811,152726,c-si,single-axis,180,0.0,5.0,5.0,greenfield,non-agrivoltaic,-0.851853,3.273836805782905e-05
109,109,MN,Wright,45.06090164,-93.90329742,116395,c-si,fixed-tilt,180,0.0,5.0,7.4,greenfield,non-agrivoltaic,-0.136443,6.357661411572662e-05
110,110,MN,Wright,45.06100082,-93.9803009,119081,c-si,fixed-tilt,180,0.0,5.0,7.1,greenfield,non-agrivoltaic,-0.228156,5.9623281631830434e-05
111,111,MN,Rice,44.44380188,-93.19850159,127386,c-si,fixed-tilt,180,,5.0,6.6,greenfield,non-agrivoltaic,-0.409391,5.1811031039517686e-05
112,112,MN,Le Sueur,44.19839859,-93.56829834,112347,c-si,fixed-tilt,180,,5.0,6.6,greenfield,non-agrivoltaic,-0.248495,5.874656199097439e-05
113,113,MN,Washington,45.29190063,-92.8125,55780,c-si,fixed-tilt,180,,2.5,3.3,greenfield,non-agrivoltaic,-0.238881,5.9160989602007886e-05
114,114,MN,Steele,44.13249969,-93.26509857,22635,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.176473,6.185111552904793e-05
115,115,MN,Goodhue,44.39619827,-92.60910034,58038,c-si,fixed-tilt,180,10.0,1.0,1.4,greenfield,non-agrivoltaic,-1.0517401,2.41221268823874e-05
116,116,MN,Chisago,45.47999954,-92.81279755,42311,c-si,fixed-tilt,180,52.0,1.0,1.4,greenfield,non-agrivoltaic,-0.843735,3.3088322185720024e-05
117,117,MN,Goodhue,44.55220032,-92.63700104,138961,c-si,fixed-tilt,180,,5.0,7.1,greenfield,non-agrivoltaic,-0.426037,5.109347226919783e-05
118,118,MN,Chisago,45.48989868,-92.85179901,27080,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.411997,5.1698670605613e-05
119,119,MN,Le Sueur,44.28409958,-93.95420074,20446,thin-film,fixed-tilt,180,25.0,1.0,1.5,greenfield,non-agrivoltaic,0.0906116,7.336398317519319e-05
120,120,MN,Pope,45.6711998,-95.3884964,19158,thin-film,fixed-tilt,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,0.205035,7.829627309740057e-05
121,121,MN,Murray,43.97809982,-95.85079956,26290,thin-film,fixed-tilt,180,,1.0,1.5,greenfield,non-agrivoltaic,-0.287716,5.705591479650057e-05
122,122,MN,Rice,44.22669983,-93.42030334,22972,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.197522,6.09437576179697e-05
123,123,MN,Chisago,45.45930099,-92.89959717,27999,c-si,fixed-tilt,179,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.451363,5.00017857780635e-05
124,124,MN,Chisago,45.45930099,-92.9016037,26196,c-si,single-axis,180,20.0,1.0,1.0,greenfield,non-agrivoltaic,-0.725758,3.817376698732631e-05
125,125,MN,Sherburne,45.31549835,-93.77030182,30283,c-si,single-axis,180,0.0,1.0,1.0,greenfield,non-agrivoltaic,-0.845277,3.3021827427929864e-05
126,126,MN,Chisago,45.43560028,-92.94529724,27535,c-si,single-axis,180,20.0,1.0,1.0,greenfield,non-agrivoltaic,-0.768824,3.631741420010895e-05
127,127,MN,Benton,45.62450027,-94.06130219,27674,c-si,single-axis,180,25.0,1.0,1.0,greenfield,non-agrivoltaic,-0.773055,3.613500036135e-05
128,128,MN,Chisago,45.44760132,-92.92340088,24585,c-si,single-axis,180,25.0,1.0,1.0,contaminated,agrivoltaic,-0.667728,4.067520846044336e-05
129,129,MN,Sibley,44.520401,-94.52420044,80375,c-si,fixed-tilt,180,0.0,3.3,4.5,greenfield,non-agrivoltaic,-0.3125,5.598755832037325e-05
130,130,MN,Chisago,45.49380112,-92.84490204,30112,c-si,single-axis,180,25.0,1.0,1.0,greenfield,non-agrivoltaic,-0.840927,3.320935175345377e-05
131,131,MN,Chisago,45.49269867,-92.90450287,31039,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.564973,4.5104545893875446e-05
132,132,MN,Dakota,44.54909897,-93.01650238,51824,c-si,single-axis,180,25.0,2.0,2.5,greenfield,non-agrivoltaic,-0.49223,4.8240197591849335e-05
133,133,MN,Anoka,45.23490143,-93.48370361,57782,c-si,fixed-tilt,180,0.0,3.4,4.6,greenfield,non-agrivoltaic,0.235502,7.960956699318126e-05
134,134,MN,Scott,44.55830002,-93.37650299,37253,c-si,fixed-tilt,180,0.0,1.8,2.6,greenfield,non-agrivoltaic,0.00777,6.979303680240517e-05
135,135,MN,Sherburne,45.41790009,-94.00879669,131924,c-si,single-axis,180,,4.8,6.4,greenfield,non-agrivoltaic,-0.485906,4.851278008550378e-05
136,136,MN,Chisago,45.39459991,-92.78119659,27508,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.430658,5.0894285298822155e-05
137,137,MN,Goodhue,44.29539871,-92.73480225,23161,c-si,fixed-tilt,180,0.0,1.1,1.4,greenfield,non-agrivoltaic,-0.20906,6.0446440136436246e-05
138,138,MN,Waseca,43.9068985,-93.48889923,26424,c-si,fixed-tilt,181,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.382222,5.2982137450802295e-05
139,139,MN,Waseca,44.09379959,-93.70960236,34192,c-si,fixed-tilt,178,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.661463,4.0945250350959285e-05
140,140,MN,Sherburne,45.43529892,-94.04399872,26662,c-si,fixed-tilt,180,0.0,1.1,1.4,greenfield,non-agrivoltaic,-0.393194,5.250918910809391e-05
141,141,MN,Waseca,44.03549957,-93.49530029,18151,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,0.0501857,7.162139827006776e-05
142,142,MN,Rice,44.29930115,-93.24009705,37523,c-si,fixed-tilt,180,20.0,1.0,1.3,greenfield,non-agrivoltaic,-0.807612,3.46454174772806e-05
143,143,MN,Pope,45.63330078,-95.52850342,90353,c-si,fixed-tilt,180,20.0,1.0,1.3,greenfield,non-agrivoltaic,-1.27756,1.4388011466138369e-05
144,144,MN,Pope,45.6570015,-95.51909637,18560,c-si,fixed-tilt,180,20.0,1.0,1.3,greenfield,non-agrivoltaic,0.0135712,7.004310344827586e-05
145,145,MN,Dakota,44.48479843,-93.21230316,27840,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.528067,4.669540229885058e-05
146,146,MN,Sibley,44.5442009,-94.22309875,15950,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,0.279466,8.150470219435737e-05
147,147,MN,Rice,44.25189972,-93.27410126,18347,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,0.0324357,7.085627077996403e-05
148,148,MN,Goodhue,44.2983017,-92.74060059,19457,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,0.057891,7.195353857223621e-05
149,149,MN,Goodhue,44.29959869,-92.74120331,19467,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,0.0570335,7.19165767709457e-05
150,150,MN,Dakota,44.59960175,-93.13529968,48366,c-si,fixed-tilt,182,10.0,3.0,3.8,greenfield,non-agrivoltaic,0.211329,7.856758880205103e-05
151,151,MN,Stearns,45.65230179,-94.75409698,30797,thin-film,single-axis,180,20.0,1.0,1.4,greenfield,non-agrivoltaic,-0.556751,4.545897327661785e-05
152,152,MN,Chisago,45.31689835,-92.80039978,31210,thin-film,single-axis,180,20.0,1.0,1.4,greenfield,non-agrivoltaic,-0.570706,4.485741749439282e-05
153,153,MN,Stearns,45.64899826,-94.55950165,30840,thin-film,single-axis,180,20.0,1.0,1.4,greenfield,non-agrivoltaic,-0.558221,4.539559014267185e-05
154,154,MN,Waseca,44.0904007,-93.55590057,19582,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.0712343,6.638749872331734e-05
155,155,MN,Waseca,44.0,-93.49880219,19558,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.0693444,6.646896410675938e-05
156,156,MN,Rice,44.24430084,-93.26979828,18114,c-si,fixed-tilt,180,30.0,1.0,1.3,greenfield,non-agrivoltaic,0.0535796,7.176769349674285e-05
157,157,MN,Sherburne,45.46530151,-94.09100342,22585,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.173296,6.198804516271862e-05
158,158,MN,Stearns,45.67399979,-94.75090027,33250,c-si,single-axis,180,30.0,1.0,1.4,greenfield,non-agrivoltaic,-0.634553,4.210526315789473e-05
159,159,MN,Chisago,45.34830093,-92.92320251,30930,c-si,single-axis,180,30.0,1.0,1.4,greenfield,non-agrivoltaic,-0.561285,4.526349822179114e-05
160,160,MN,Sherburne,45.51729965,-94.11070251,33636,c-si,single-axis,180,10.0,1.0,1.4,greenfield,non-agrivoltaic,-0.645762,4.162207158996313e-05
161,161,MN,Stearns,45.61750031,-94.48220062,27165,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.41575,5.153690410454629e-05
162,162,MN,Stearns,45.61800003,-94.48519897,18857,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,0.111003,7.42429866892931e-05
163,163,MN,Meeker,45.07130051,-94.30390167,21581,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.106395,6.487187804086928e-05
164,164,MN,Meeker,45.07249832,-94.30590057,18936,c-si,single-axis,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.0186937,6.865230249260668e-05
