,Unnamed: 0,p_state,p_county,ylat,xlong,p_area,p_tech_sec,p_axis,p_azimuth,p_tilt,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore,efficiency
3102,3102,NC,Johnston,35.48949814,-78.30670166,82555,c-si,fixed-tilt,180,,5.0,6.2,greenfield,non-agrivoltaic,0.130919,7.510144751983526e-05
3103,3103,NC,Vance,36.24869919,-78.34829712,84027,c-si,fixed-tilt,180,0.0,5.0,6.2,greenfield,non-agrivoltaic,0.100397,7.378580694300642e-05
3104,3104,NC,Rockingham,36.29079819,-79.62359619,90695,c-si,fixed-tilt,180,20.0,5.0,7.1,greenfield,non-agrivoltaic,0.204758,7.828435966701581e-05
3105,3105,NC,Craven,35.21929932,-77.07019806,81295,c-si,fixed-tilt,180,25.0,5.0,6.0,greenfield,non-agrivoltaic,0.100849,7.380527707731102e-05
3106,3106,NC,Warren,36.43450165,-77.97049713,80654,c-si,fixed-tilt,180,20.0,5.0,6.2,greenfield,non-agrivoltaic,0.171983,7.687157487539366e-05
3107,3107,NC,Johnston,35.66350174,-78.52120209,65347,c-si,fixed-tilt,180,30.0,4.0,5.4,greenfield,non-agrivoltaic,0.305706,8.263577516947986e-05
3108,3108,NC,Rockingham,36.28310013,-79.56690216,78981,c-si,fixed-tilt,180,30.0,5.0,6.3,greenfield,non-agrivoltaic,0.239131,7.976601967561819e-05
3109,3109,NC,Cleveland,35.17869949,-81.6651001,59298,c-si,fixed-tilt,180,30.0,4.0,4.8,greenfield,non-agrivoltaic,0.26653,8.094708084589699e-05
3110,3110,NC,Johnston,35.39730072,-78.51119995,63914,c-si,fixed-tilt,180,0.0,4.0,5.3,greenfield,non-agrivoltaic,0.312391,8.292392902963357e-05
3111,3111,NC,Hertford,36.42020035,-77.10040283,115261,c-si,single-axis,180,20.0,5.0,6.5,greenfield,non-agrivoltaic,-0.303077,5.639374983732572e-05
3112,3112,NC,Hertford,36.26869965,-77.06079865,80379,c-si,fixed-tilt,190,0.0,5.0,7.0,greenfield,non-agrivoltaic,0.408979,8.708742333196482e-05
3113,3113,NC,Catawba,35.71170044,-81.1339035,54075,c-si,fixed-tilt,190,0.0,3.5,5.0,greenfield,non-agrivoltaic,0.533713,9.246417013407305e-05
3114,3114,NC,Alamance,36.12060165,-79.52210236,75847,c-si,fixed-tilt,190,0.0,5.0,7.0,greenfield,non-agrivoltaic,0.529697,9.229105963320896e-05
3115,3115,NC,Randolph,35.53910065,-79.80329895,74561,c-si,fixed-tilt,190,25.0,5.0,7.0,greenfield,non-agrivoltaic,0.566625,9.388286101313018e-05
3116,3116,NC,Johnston,35.43249893,-78.41290283,89246,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.0782794,7.283239584967393e-05
3117,3117,NC,Buncombe,35.65769959,-82.71019745,52658,c-si,fixed-tilt,180,25.0,3.6,4.8,greenfield,non-agrivoltaic,0.503324,9.115424057123324e-05
3118,3118,NC,Martin,35.85609818,-77.11309814,182814,c-si,single-axis,180,20.0,5.0,7.0,greenfield,non-agrivoltaic,-0.723055,3.829028411390813e-05
3119,3119,NC,Robeson,34.5821991,-78.94290161,64535,c-si,fixed-tilt,180,0.0,4.3,4.7,greenfield,non-agrivoltaic,0.0781936,7.282869760595026e-05
3120,3120,NC,Rutherford,35.31999969,-81.76490021,33258,c-si,fixed-tilt,180,0.0,1.5,2.5,greenfield,non-agrivoltaic,0.132506,7.51698839376992e-05
3121,3121,NC,Lenoir,35.23099899,-77.55339813,107809,thin-film,fixed-tilt,180,25.0,5.0,6.4,greenfield,non-agrivoltaic,-0.234165,5.936424602769713e-05
3122,3122,NC,Cleveland,35.26010132,-81.51740265,109594,thin-film,fixed-tilt,180,20.0,5.0,6.7,greenfield,non-agrivoltaic,-0.193092,6.113473365330219e-05
3123,3123,NC,Johnston,35.42660141,-78.40100098,85676,c-si,fixed-tilt,180,20.0,5.0,6.5,greenfield,non-agrivoltaic,0.148684,7.586722069190905e-05
3124,3124,NC,Yadkin,36.12630081,-80.79920197,82400,thin-film,fixed-tilt,180,25.0,4.0,5.0,greenfield,non-agrivoltaic,-0.20365,6.0679611650485434e-05
3125,3125,NC,Pender,34.60960007,-77.92420197,91869,c-si,fixed-tilt,190,25.0,5.0,6.4,greenfield,non-agrivoltaic,0.0047861,6.966441345829388e-05
3126,3126,NC,Randolph,35.81800079,-79.77279663,85632,c-si,fixed-tilt,180,25.0,5.0,7.0,greenfield,non-agrivoltaic,0.285044,8.174514200298954e-05
3127,3127,NC,Orange,36.07989883,-79.1996994,91761,c-si,fixed-tilt,180,0.0,5.0,6.6,greenfield,non-agrivoltaic,0.0572517,7.192598162618106e-05
3128,3128,NC,Cumberland,35.20399857,-78.67970276,113965,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,-0.2882,5.703505462203308e-05
3129,3129,NC,Johnston,35.51139832,-78.28910065,89794,c-si,fixed-tilt,180,0.0,5.0,6.7,greenfield,non-agrivoltaic,0.119639,7.461523041628617e-05
3130,3130,NC,Yadkin,36.19839859,-80.69660187,63139,c-si,fixed-tilt,180,20.0,3.0,3.9,greenfield,non-agrivoltaic,-0.17839,6.176847906998844e-05
3131,3131,NC,Northampton,36.43470001,-77.56629944,94362,c-si,fixed-tilt,180,20.0,5.0,6.8,greenfield,non-agrivoltaic,0.0604282,7.206290667853585e-05
3132,3132,NC,Moore,35.24250031,-79.31980133,69955,c-si,fixed-tilt,180,20.0,5.0,6.2,greenfield,non-agrivoltaic,0.444728,8.862840397398327e-05
3133,3133,NC,Vance,36.36980057,-78.41339874,96117,c-si,fixed-tilt,180,20.0,5.0,6.4,greenfield,non-agrivoltaic,-0.0666406,6.658551556956626e-05
3134,3134,NC,Robeson,34.4966011,-79.05000305,87051,c-si,fixed-tilt,180,20.0,5.0,6.5,greenfield,non-agrivoltaic,0.120883,7.466887227027834e-05
3135,3135,NC,Vance,36.4129982,-78.46240234,87978,c-si,fixed-tilt,180,0.0,5.0,6.3,greenfield,non-agrivoltaic,0.0498937,7.160881129373252e-05
3136,3136,NC,Vance,36.32529831,-78.34400177,84320,c-si,fixed-tilt,180,0.0,5.0,6.4,greenfield,non-agrivoltaic,0.149475,7.590132827324479e-05
3137,3137,NC,Warren,36.41699982,-78.26159668,50268,c-si,fixed-tilt,180,0.0,3.5,3.8,greenfield,non-agrivoltaic,0.142364,7.559481180870534e-05
3138,3138,NC,Northampton,36.46839905,-77.59380341,119446,c-si,fixed-tilt,180,,5.0,6.2,greenfield,non-agrivoltaic,-0.40718,5.190630075515296e-05
3139,3139,NC,Northampton,36.51549911,-77.65720367,117341,c-si,fixed-tilt,180,,5.0,6.2,greenfield,non-agrivoltaic,-0.385579,5.283745664345796e-05
3140,3140,NC,Northampton,36.47700119,-77.4673996,114030,c-si,fixed-tilt,180,,5.0,6.2,greenfield,non-agrivoltaic,-0.349987,5.4371656581601336e-05
3141,3141,NC,Wayne,35.18119812,-78.09860229,87876,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.104621,7.396786380809322e-05
3142,3142,NC,Wayne,35.17969894,-78.10009766,35368,c-si,fixed-tilt,180,,2.0,2.8,greenfield,non-agrivoltaic,0.225249,7.916760913820403e-05
3143,3143,NC,Duplin,35.05989838,-77.8266983,81741,c-si,fixed-tilt,180,30.0,4.8,6.3,greenfield,non-agrivoltaic,0.176649,7.707270525195434e-05
3144,3144,NC,Edgecombe,35.85950089,-77.50029755,122255,c-si,fixed-tilt,180,25.0,5.0,6.2,greenfield,non-agrivoltaic,-0.434848,5.071367224244407e-05
3145,3145,NC,Robeson,34.71260071,-79.30210114,89327,c-si,fixed-tilt,180,30.0,4.9,6.3,greenfield,non-agrivoltaic,0.024806,7.052738813572604e-05
3146,3146,NC,Cleveland,35.26010132,-81.41840363,33040,c-si,fixed-tilt,180,30.0,1.9,2.8,greenfield,non-agrivoltaic,0.354655,8.47457627118644e-05
3147,3147,NC,Robeson,34.8567009,-79.10520172,80293,c-si,fixed-tilt,180,25.0,4.9,6.1,greenfield,non-agrivoltaic,0.151109,7.597175345297846e-05
3148,3148,NC,Sampson,35.04230118,-78.33580017,82076,c-si,fixed-tilt,180,20.0,4.9,6.4,greenfield,non-agrivoltaic,0.197617,7.797650957649008e-05
3149,3149,NC,Duplin,34.79150009,-78.01450348,91964,c-si,fixed-tilt,180,25.0,4.9,6.7,greenfield,non-agrivoltaic,0.0787944,7.285459527641252e-05
3150,3150,NC,Warren,36.41080093,-78.13130188,88333,c-si,fixed-tilt,180,25.0,4.9,6.4,greenfield,non-agrivoltaic,0.0694803,7.245310359661735e-05
3151,3151,NC,Columbus,34.30970001,-78.83390045,86177,c-si,fixed-tilt,180,,4.9,6.6,greenfield,non-agrivoltaic,0.165371,7.658656021908397e-05
3152,3152,NC,Bertie,36.1556015,-77.21970367,85286,c-si,fixed-tilt,180,20.0,4.7,6.4,greenfield,non-agrivoltaic,0.129531,7.50416246511737e-05
3153,3153,NC,Cumberland,35.21709824,-78.68979645,85857,c-si,fixed-tilt,180,25.0,4.9,6.6,greenfield,non-agrivoltaic,0.171993,7.687200810650267e-05
3154,3154,NC,Lenoir,35.35210037,-77.47129822,85413,c-si,fixed-tilt,180,30.0,5.0,6.6,greenfield,non-agrivoltaic,0.181264,7.727160970812405e-05
3155,3155,NC,Scotland,34.75730133,-79.4253006,83740,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.189374,7.762120850250776e-05
3156,3156,NC,Sampson,35.25149918,-78.36660004,35892,c-si,fixed-tilt,180,25.0,1.9,2.4,greenfield,non-agrivoltaic,-0.0601043,6.686726847208291e-05
3157,3157,NC,Gates,36.44710159,-76.58039856,214550,c-si,single-axis,180,20.0,5.0,7.0,greenfield,non-agrivoltaic,-0.85445,3.2626427406199024e-05
3158,3158,NC,Nash,36.05519867,-77.75990295,94292,thin-film,fixed-tilt,180,20.0,5.2,6.8,greenfield,non-agrivoltaic,0.0616693,7.211640436092139e-05
3159,3159,NC,Nash,36.05820084,-77.75720215,116759,thin-film,fixed-tilt,180,20.0,5.0,6.5,greenfield,non-agrivoltaic,-0.319862,5.5670226706292445e-05
3160,3160,NC,Duplin,35.09590149,-77.81169891,199757,c-si,single-axis,180,20.0,5.0,7.0,greenfield,non-agrivoltaic,-0.798398,3.504257673072783e-05
3161,3161,NC,Lincoln,35.42620087,-80.99639893,79740,c-si,fixed-tilt,180,20.0,5.0,6.4,greenfield,non-agrivoltaic,0.25061,8.026084775520442e-05
3162,3162,NC,Granville,36.35380173,-78.58319855,74019,c-si,fixed-tilt,180,,5.0,6.4,greenfield,non-agrivoltaic,0.394523,8.646428619678732e-05
3163,3163,NC,Jones,34.99639893,-77.21970367,89732,c-si,fixed-tilt,180,25.0,5.0,7.0,greenfield,non-agrivoltaic,0.198395,7.80100744438996e-05
3164,3164,NC,Harnett,35.3689003,-78.80319977,90515,c-si,fixed-tilt,180,25.0,5.0,7.0,greenfield,non-agrivoltaic,0.18274,7.733524830138651e-05
3165,3165,NC,Vance,36.2580986,-78.41829681,84657,c-si,fixed-tilt,180,25.0,4.9,7.0,greenfield,non-agrivoltaic,0.306885,8.268660595107316e-05
3166,3166,NC,Union,34.97019959,-80.38890076,99412,c-si,fixed-tilt,180,20.0,4.9,6.4,greenfield,non-agrivoltaic,-0.11784,6.437854584959563e-05
3167,3167,NC,Cumberland,35.21929932,-78.66919708,59751,c-si,fixed-tilt,180,0.0,3.4,4.5,greenfield,non-agrivoltaic,0.135816,7.531254707034192e-05
3168,3168,NC,Cumberland,35.21730041,-78.67340088,92676,thin-film,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.0157454,7.013682075186672e-05
3169,3169,NC,Rowan,35.55540085,-80.38510132,88818,c-si,fixed-tilt,180,0.0,4.9,6.8,greenfield,non-agrivoltaic,0.16478,7.656105744331104e-05
3170,3170,NC,Harnett,35.41529846,-78.69020081,76914,c-si,fixed-tilt,180,0.0,4.9,7.0,greenfield,non-agrivoltaic,0.499995,9.101073926723353e-05
3171,3171,NC,Yadkin,36.14080048,-80.61039734,62879,c-si,fixed-tilt,180,25.0,3.5,4.8,greenfield,non-agrivoltaic,0.159584,7.633709187487079e-05
3172,3172,NC,Beaufort,35.49980164,-77.10829926,237602,c-si,fixed-tilt,180,25.0,4.5,4.9,greenfield,non-agrivoltaic,-1.13292,2.0622722030959337e-05
3173,3173,NC,Haywood,35.47340012,-82.89050293,27073,c-si,fixed-tilt,180,25.0,1.5,1.9,greenfield,non-agrivoltaic,0.0167615,7.018062276068407e-05
3174,3174,NC,Rutherford,35.37720108,-81.79509735,36407,c-si,fixed-tilt,180,0.0,1.9,2.7,greenfield,non-agrivoltaic,0.109114,7.416156233691324e-05
3175,3175,NC,Burke,35.70980072,-81.41259766,35380,c-si,fixed-tilt,180,0.0,1.9,2.6,greenfield,non-agrivoltaic,0.0934851,7.348784624081402e-05
3176,3176,NC,Greene,35.39519882,-77.6207962,86697,c-si,fixed-tilt,180,20.0,4.9,6.5,greenfield,non-agrivoltaic,0.127956,7.49737591842855e-05
3177,3177,NC,Henderson,35.36299896,-82.35179901,35271,c-si,fixed-tilt,180,0.0,2.0,2.5,greenfield,non-agrivoltaic,0.0329806,7.087975957585553e-05
3178,3178,NC,Cleveland,35.30989838,-81.59120178,30455,c-si,fixed-tilt,180,0.0,1.9,2.7,greenfield,non-agrivoltaic,0.445354,8.865539320308653e-05
3179,3179,NC,Cleveland,35.23120117,-81.56520081,46670,c-si,fixed-tilt,180,25.0,1.9,2.5,greenfield,non-agrivoltaic,-0.36864,5.356760231412042e-05
3180,3180,NC,Richmond,34.98040009,-79.60700226,117886,c-si,fixed-tilt,180,,4.9,6.8,greenfield,non-agrivoltaic,-0.273172,5.7682846139490695e-05
3181,3181,NC,Johnston,35.56150055,-78.5951004,32985,c-si,fixed-tilt,180,25.0,2.6,2.6,greenfield,non-agrivoltaic,0.217271,7.882370774594513e-05
3182,3182,NC,Johnston,35.60110092,-78.36840057,33798,c-si,fixed-tilt,180,0.0,1.9,2.8,greenfield,non-agrivoltaic,0.310563,8.284513876560743e-05
3183,3183,NC,Franklin,36.09999847,-78.15630341,97369,c-si,fixed-tilt,180,0.0,4.9,6.7,greenfield,non-agrivoltaic,-0.0150259,6.881040166788198e-05
3184,3184,NC,Nash,36.02170181,-78.00830078,36875,c-si,fixed-tilt,180,,1.9,2.6,greenfield,non-agrivoltaic,0.0243673,7.05084745762712e-05
3185,3185,NC,Lee,35.55759811,-79.19660187,91818,c-si,fixed-tilt,180,0.0,6.5,7.0,greenfield,non-agrivoltaic,0.15728,7.623777472826679e-05
3186,3186,NC,Robeson,34.50790024,-79.13760376,86625,c-si,fixed-tilt,180,0.0,6.5,6.6,greenfield,non-agrivoltaic,0.156183,7.619047619047618e-05
3187,3187,NC,Jones,35.03469849,-77.19789886,90057,c-si,fixed-tilt,180,0.0,5.0,7.1,greenfield,non-agrivoltaic,0.217624,7.883895754910779e-05
3188,3188,NC,Harnett,35.51760101,-78.8015976,78957,c-si,fixed-tilt,180,0.0,5.0,7.0,greenfield,non-agrivoltaic,0.445364,8.865585065288701e-05
3189,3189,NC,Edgecombe,35.82770157,-77.45770264,156821,c-si,single-axis,180,20.0,5.0,7.0,greenfield,non-agrivoltaic,-0.575822,4.463687898942106e-05
3190,3190,NC,Craven,35.15309906,-77.1344986,57496,c-si,fixed-tilt,180,0.0,4.0,4.5,greenfield,non-agrivoltaic,0.20434,7.826631417837762e-05
3191,3191,NC,Cleveland,35.26330185,-81.50839996,34160,c-si,fixed-tilt,180,,2.0,2.6,greenfield,non-agrivoltaic,0.154372,7.611241217798595e-05
3192,3192,NC,Vance,36.39360046,-78.33000183,83590,c-si,fixed-tilt,180,0.0,5.0,6.9,greenfield,non-agrivoltaic,0.303618,8.254575906208877e-05
3193,3193,NC,Robeson,34.83100128,-79.1210022,40774,c-si,fixed-tilt,180,0.0,4.9,6.0,greenfield,non-agrivoltaic,1.80242,0.00014715259724334135
3194,3194,NC,Bladen,34.81769943,-78.62539673,981850,c-si,fixed-tilt,180,20.0,50.0,75.0,greenfield,non-agrivoltaic,0.160728,7.638641340326934e-05
3195,3195,NC,Pitt,35.60139847,-77.6371994,107380,thin-film,fixed-tilt,190,20.0,4.9,6.8,greenfield,non-agrivoltaic,-0.142246,6.33265040044701e-05
3196,3196,NC,Gaston,35.22740173,-81.19000244,84000,c-si,single-axis,180,20.0,4.3,5.7,greenfield,non-agrivoltaic,-0.0371404,6.785714285714286e-05
3197,3197,NC,Vance,36.35350037,-78.38079834,83069,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.20392,7.824820330087036e-05
3198,3198,NC,Moore,35.40299988,-79.5530014,86694,c-si,fixed-tilt,180,0.0,5.2,7.1,greenfield,non-agrivoltaic,0.288573,8.189724779108127e-05
3199,3199,NC,Perquimans,36.13439941,-76.48999786,95471,c-si,fixed-tilt,180,,5.0,7.0,greenfield,non-agrivoltaic,0.0896073,7.332069424223062e-05
3200,3200,NC,Martin,35.87329864,-77.14320374,153299,c-si,single-axis,180,0.0,5.0,6.6,greenfield,non-agrivoltaic,-0.612563,4.305311841564524e-05
3201,3201,NC,Scotland,34.75999832,-79.50119781,91854,c-si,fixed-tilt,180,0.0,4.9,6.7,greenfield,non-agrivoltaic,0.0808184,7.29418424891676e-05
3202,3202,NC,Rutherford,35.38000107,-81.81359863,83884,c-si,fixed-tilt,180,0.0,4.9,6.4,greenfield,non-agrivoltaic,0.158627,7.629583710838778e-05
3203,3203,NC,Lenoir,35.36869812,-77.45379639,85277,c-si,fixed-tilt,180,15.0,4.9,6.4,greenfield,non-agrivoltaic,0.129715,7.504954442581235e-05
3204,3204,NC,Nash,35.84960175,-78.21070099,90810,c-si,fixed-tilt,180,15.0,4.9,7.0,greenfield,non-agrivoltaic,0.176912,7.708402158352605e-05
3205,3205,NC,Martin,35.83150101,-77.02310181,105116,c-si,single-axis,180,0.0,5.2,7.1,greenfield,non-agrivoltaic,-0.044395,6.754442710909851e-05
3206,3206,NC,Nash,36.11489868,-77.72550201,63635,thin-film,fixed-tilt,180,25.0,3.4,4.5,greenfield,non-agrivoltaic,0.029177,7.07158010528797e-05
3207,3207,NC,Forsyth,36.24549866,-80.25530243,29042,c-si,fixed-tilt,180,0.0,1.5,2.1,greenfield,non-agrivoltaic,0.0661389,7.230906962330418e-05
3208,3208,NC,Johnston,35.44789886,-78.41280365,82358,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.219591,7.892372325699992e-05
3209,3209,NC,Robeson,34.8132019,-79.20140076,93704,c-si,fixed-tilt,180,15.0,5.0,7.0,greenfield,non-agrivoltaic,0.121683,7.470332109621787e-05
3210,3210,NC,Robeson,34.81549835,-79.20300293,64732,c-si,fixed-tilt,180,,4.9,7.0,greenfield,non-agrivoltaic,0.89733,0.00010813816968423654
3211,3211,NC,Vance,36.26639938,-78.36499786,103578,c-si,fixed-tilt,180,25.0,5.0,6.8,greenfield,non-agrivoltaic,-0.08832,6.56510069705922e-05
3212,3212,NC,Anson,35.02209854,-80.09609985,117893,thin-film,fixed-tilt,180,15.0,5.0,6.5,greenfield,non-agrivoltaic,-0.332285,5.5134740824306784e-05
3213,3213,NC,Montgomery,35.37799835,-79.91120148,95377,c-si,fixed-tilt,180,25.0,5.0,6.6,greenfield,non-agrivoltaic,-0.0060092,6.919907315180808e-05
3214,3214,NC,Nash,35.79959869,-78.10119629,91256,c-si,fixed-tilt,182,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.0410639,7.122819321469273e-05
3215,3215,NC,Wayne,35.31430054,-78.08070374,105445,c-si,fixed-tilt,180,20.0,5.0,6.5,greenfield,non-agrivoltaic,-0.181289,6.164351083503248e-05
3216,3216,NC,Duplin,34.96139908,-77.98040009,94462,c-si,fixed-tilt,191,,5.0,6.5,greenfield,non-agrivoltaic,-0.0150181,6.881073870974572e-05
3217,3217,NC,Wayne,35.22299957,-78.0196991,95171,c-si,fixed-tilt,180,,5.0,6.5,greenfield,non-agrivoltaic,-0.0269103,6.829811602273802e-05
3218,3218,NC,Person,36.43730164,-78.97160339,38241,c-si,fixed-tilt,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,0.0872677,7.321984257733846e-05
3219,3219,NC,Bladen,34.4992981,-78.65329742,39772,c-si,fixed-tilt,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,0.0218807,7.04012873378256e-05
3220,3220,NC,Harnett,35.30799866,-78.77390289,93126,thin-film,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.007883,6.979790821038164e-05
3221,3221,NC,Cleveland,35.18730164,-81.44080353,109156,thin-film,fixed-tilt,180,0.0,5.0,6.4,greenfield,non-agrivoltaic,-0.25116,5.863168309575287e-05
3222,3222,NC,Scotland,34.78409958,-79.47460175,107660,thin-film,fixed-tilt,200,0.0,5.0,6.5,greenfield,non-agrivoltaic,-0.210711,6.037525543377299e-05
3223,3223,NC,Robeson,34.88880157,-79.06159973,122415,thin-film,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,-0.379533,5.3098068047216434e-05
3224,3224,NC,Pasquotank,36.26890183,-76.29930115,85638,c-si,fixed-tilt,180,0.0,3.1,4.2,greenfield,non-agrivoltaic,-0.47359,4.9043648847474255e-05
3225,3225,NC,New Hanover,34.29079819,-77.97509766,33882,c-si,fixed-tilt,180,0.0,1.6,2.1,greenfield,non-agrivoltaic,-0.173487,6.197981228971135e-05
3226,3226,NC,Rowan,35.61309814,-80.53289795,49513,c-si,fixed-tilt,180,0.0,2.0,2.4,greenfield,non-agrivoltaic,-0.486849,4.84721184335427e-05
3227,3227,NC,Cumberland,34.93470001,-78.96179962,38721,thin-film,fixed-tilt,180,0.0,2.0,2.6,greenfield,non-agrivoltaic,-0.0536142,6.714702616151443e-05
3228,3228,NC,Lenoir,35.28820038,-77.79489899,41070,c-si,fixed-tilt,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,-0.0297367,6.81762843925006e-05
3229,3229,NC,Wayne,35.27429962,-78.02300262,42288,thin-film,fixed-tilt,180,20.0,2.0,2.8,greenfield,non-agrivoltaic,-0.0752909,6.621263715474839e-05
3230,3230,NC,Nash,35.99570084,-77.936203,88863,c-si,fixed-tilt,180,20.0,4.9,6.9,greenfield,non-agrivoltaic,0.189987,7.764761486783026e-05
3231,3231,NC,Cabarrus,35.40140152,-80.41840363,86670,c-si,fixed-tilt,180,,5.0,7.7,greenfield,non-agrivoltaic,0.4497,8.88427368178147e-05
3232,3232,NC,Halifax,36.43349838,-77.71980286,35493,c-si,single-axis,180,30.0,2.0,3.6,greenfield,non-agrivoltaic,0.741673,0.00010142845068041586
3233,3233,NC,Chatham,35.7478981,-79.45230103,96190,c-si,fixed-tilt,180,0.0,4.9,6.9,greenfield,non-agrivoltaic,0.0527754,7.173302838132862e-05
3234,3234,NC,Northampton,36.51079941,-77.67829895,138519,c-si,single-axis,180,35.0,5.0,6.8,greenfield,non-agrivoltaic,-0.472498,4.909073845465243e-05
3235,3235,NC,Robeson,34.58280182,-79.03130341,108304,thin-film,fixed-tilt,180,0.0,5.0,6.7,greenfield,non-agrivoltaic,-0.176199,6.186290441719604e-05
3236,3236,NC,Iredell,35.73320007,-80.76360321,101809,thin-film,fixed-tilt,180,0.0,5.0,6.8,greenfield,non-agrivoltaic,-0.0618565,6.679173746918249e-05
3237,3237,NC,Columbus,34.32360077,-78.19869995,207701,thin-film,fixed-tilt,190,0.0,5.0,6.6,greenfield,non-agrivoltaic,-0.874168,3.177644787458895e-05
3238,3238,NC,Lenoir,35.21770096,-77.64179993,93367,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.0037034,6.961774502768644e-05
3239,3239,NC,Scotland,34.76070023,-79.44419861,91319,thin-film,fixed-tilt,180,25.0,5.0,6.4,greenfield,non-agrivoltaic,0.0145198,7.008399128330358e-05
3240,3240,NC,Anson,34.96920013,-79.94280243,93445,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,0.0023553,6.955963400931029e-05
3241,3241,NC,Scotland,34.81999969,-79.51540375,109563,thin-film,fixed-tilt,180,0.0,5.0,7.1,greenfield,non-agrivoltaic,-0.107995,6.480289878882469e-05
3242,3242,NC,Robeson,34.80870056,-78.95140076,121163,thin-film,fixed-tilt,186,20.0,5.0,6.8,greenfield,non-agrivoltaic,-0.309364,5.61227437419014e-05
3243,3243,NC,Sampson,34.96160126,-78.47080231,48060,thin-film,fixed-tilt,180,20.0,2.0,2.7,greenfield,non-agrivoltaic,-0.308041,5.617977528089888e-05
3244,3244,NC,Rowan,35.63100052,-80.41919708,87387,c-si,fixed-tilt,180,20.0,3.8,5.8,greenfield,non-agrivoltaic,-0.0716072,6.637142824447572e-05
3245,3245,NC,Edgecombe,35.83050156,-77.61519623,93987,c-si,single-axis,180,20.0,3.0,4.0,greenfield,non-agrivoltaic,-0.624025,4.2559077319203717e-05
3246,3246,NC,Northampton,36.44210052,-77.16000366,130582,c-si,single-axis,180,30.0,5.0,6.5,greenfield,non-agrivoltaic,-0.456574,4.977715152164923e-05
3247,3247,NC,Robeson,34.7682991,-78.98290253,104012,c-si,fixed-tilt,180,20.0,5.0,7.0,greenfield,non-agrivoltaic,-0.0500671,6.72999269315079e-05
3248,3248,NC,Lee,35.4695015,-79.13539886,82762,c-si,fixed-tilt,180,20.0,5.0,6.9,greenfield,non-agrivoltaic,0.322776,8.337159565984389e-05
3249,3249,NC,Robeson,34.63600159,-78.92880249,85054,c-si,fixed-tilt,180,10.0,5.0,6.6,greenfield,non-agrivoltaic,0.18883,7.759776142215533e-05
3250,3250,NC,Robeson,34.52270126,-78.95749664,97962,c-si,fixed-tilt,180,0.0,5.0,7.1,greenfield,non-agrivoltaic,0.0700366,7.247708295053184e-05
3251,3251,NC,Montgomery,35.33909988,-79.90110016,90028,c-si,single-axis,180,20.0,4.9,6.9,greenfield,non-agrivoltaic,0.166677,7.664282223308304e-05
3252,3252,NC,Duplin,35.04600143,-77.84829712,43168,c-si,fixed-tilt,180,20.0,1.9,2.8,greenfield,non-agrivoltaic,-0.106604,6.48628613787991e-05
3253,3253,NC,Nash,36.09500122,-77.97930145,47005,c-si,fixed-tilt,180,0.0,1.9,2.8,greenfield,non-agrivoltaic,-0.229435,5.9568131049888304e-05
3254,3254,NC,Nash,36.09230041,-77.99299622,43391,c-si,fixed-tilt,180,,1.9,2.8,greenfield,non-agrivoltaic,-0.114337,6.452951072803116e-05
3255,3255,NC,Wilson,35.71070099,-77.91300201,50368,c-si,fixed-tilt,180,0.0,3.3,4.3,greenfield,non-agrivoltaic,0.369175,8.537166454891994e-05
3256,3256,NC,Bladen,34.5483017,-78.81919861,87862,c-si,fixed-tilt,180,20.0,4.8,7.0,greenfield,non-agrivoltaic,0.236913,7.967039220595935e-05
3257,3257,NC,Perquimans,36.16059875,-76.48840332,81839,c-si,fixed-tilt,180,25.0,4.8,6.9,greenfield,non-agrivoltaic,0.344589,8.431188064370289e-05
3258,3258,NC,Granville,36.32540131,-78.62039948,98314,c-si,fixed-tilt,180,0.0,5.0,7.0,greenfield,non-agrivoltaic,0.04042,7.120043940842606e-05
3259,3259,NC,Wayne,35.19549942,-77.89450073,40989,c-si,fixed-tilt,180,30.0,2.0,2.8,greenfield,non-agrivoltaic,-0.0266112,6.831101027104832e-05
3260,3260,NC,Chatham,35.54079819,-79.4484024,39743,thin-film,fixed-tilt,180,20.0,2.0,2.8,greenfield,non-agrivoltaic,0.0230724,7.045265832976876e-05
